simulation,height1,width1,height2,width2,numbFPspecies,days,years,TOTALN,initial_perc_SAV_cover,initial_perc_SAV_cells_occupied,initial_perc_FP_cover,initial_perc_FP_cells_occupied,neigh_thresh_SAV,focal_thresh_SAV,amnt_colonize_SAV,neigh_thresh_FP,focal_thresh_FP,amnt_colonize_FP,maxSAVrgr,maxrgr01,maxrgr02,maxrgr03,maxrgr04,lightlimitationSAV,lightlimitation01,lightlimitation02,lightlimitation03,lightlimitation04,halfsatNSAV,halfsatN01,halfsatN02,halfsatN03,halfsatN04,shadingbyFP,lightattenuation,lossSAV,lossFP,cVNUptMax_SAV,cNDMax_SAV,cNDMin_SAV,cAffNUpt_SAV,rNDnew_SAV,rNDold_SAV,cVNUptMax_FP,cNDMax_FP,cNDMin_FP,cAffNUpt_FP,rNDnew_FP,rNDold_FP,overwinterSAV,overwinter01,overwinter02,overwinter03,overwinter04,wind_shape1,wind_shape2,prob_down,prob_up,prob_left,prob_right,wind_direction,full_thresh_wind,mix_freq,scenario
73,3,133,1,1,1,120,4,1,30,30,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
74,3,133,1,1,1,120,4,1,30,30,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
75,3,133,1,1,1,120,4,1,30,30,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
76,3,133,1,1,1,120,4,1,30,30,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
77,3,133,1,1,1,120,4,1,30,30,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
78,3,133,1,1,1,120,4,1,30,30,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
79,3,133,1,1,1,120,4,1,30,30,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
80,3,133,1,1,1,120,4,1,30,30,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
81,3,133,1,1,1,120,4,1,30,30,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
82,3,133,1,1,1,120,4,1,30,30,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
83,3,133,1,1,1,120,4,1,30,30,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
84,3,133,1,1,1,120,4,1,30,30,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
85,3,133,1,1,1,120,4,1,30,30,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
86,3,133,1,1,1,120,4,1,30,30,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
87,3,133,1,1,1,120,4,1,30,30,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
88,3,133,1,1,1,120,4,1,30,30,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
89,3,133,1,1,1,120,4,1,30,30,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
90,3,133,1,1,1,120,4,1,30,30,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
91,3,133,1,1,1,120,4,1,30,30,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
92,3,133,1,1,1,120,4,1,30,30,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
93,3,133,1,1,1,120,4,1,30,30,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
94,3,133,1,1,1,120,4,1,30,30,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
95,3,133,1,1,1,120,4,1,30,30,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
96,3,133,1,1,1,120,4,1,30,30,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
97,3,133,1,1,1,120,4,2,1,1,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
98,3,133,1,1,1,120,4,2,1,1,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
99,3,133,1,1,1,120,4,2,1,1,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
100,3,133,1,1,1,120,4,2,1,1,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
101,3,133,1,1,1,120,4,2,1,1,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
102,3,133,1,1,1,120,4,2,1,1,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
103,3,133,1,1,1,120,4,2,1,1,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
104,3,133,1,1,1,120,4,2,1,1,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
105,3,133,1,1,1,120,4,2,1,1,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
106,3,133,1,1,1,120,4,2,1,1,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
107,3,133,1,1,1,120,4,2,1,1,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
108,3,133,1,1,1,120,4,2,1,1,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
109,3,133,1,1,1,120,4,2,1,1,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
110,3,133,1,1,1,120,4,2,1,1,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
111,3,133,1,1,1,120,4,2,1,1,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
112,3,133,1,1,1,120,4,2,1,1,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
113,3,133,1,1,1,120,4,2,1,1,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
114,3,133,1,1,1,120,4,2,1,1,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
115,3,133,1,1,1,120,4,2,1,1,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
116,3,133,1,1,1,120,4,2,1,1,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
117,3,133,1,1,1,120,4,2,1,1,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
118,3,133,1,1,1,120,4,2,1,1,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
119,3,133,1,1,1,120,4,2,1,1,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
120,3,133,1,1,1,120,4,2,1,1,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
121,3,133,1,1,1,120,4,2,5,5,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
122,3,133,1,1,1,120,4,2,5,5,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
123,3,133,1,1,1,120,4,2,5,5,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
124,3,133,1,1,1,120,4,2,5,5,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
125,3,133,1,1,1,120,4,2,5,5,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
126,3,133,1,1,1,120,4,2,5,5,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
127,3,133,1,1,1,120,4,2,5,5,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
128,3,133,1,1,1,120,4,2,5,5,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
129,3,133,1,1,1,120,4,2,5,5,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
130,3,133,1,1,1,120,4,2,5,5,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
131,3,133,1,1,1,120,4,2,5,5,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
132,3,133,1,1,1,120,4,2,5,5,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
133,3,133,1,1,1,120,4,2,5,5,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
134,3,133,1,1,1,120,4,2,5,5,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
135,3,133,1,1,1,120,4,2,5,5,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
136,3,133,1,1,1,120,4,2,5,5,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
137,3,133,1,1,1,120,4,2,5,5,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
138,3,133,1,1,1,120,4,2,5,5,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
139,3,133,1,1,1,120,4,2,5,5,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
140,3,133,1,1,1,120,4,2,5,5,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
141,3,133,1,1,1,120,4,2,5,5,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
142,3,133,1,1,1,120,4,2,5,5,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
143,3,133,1,1,1,120,4,2,5,5,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
144,3,133,1,1,1,120,4,2,5,5,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
