"simulation","height1","width1","height2","width2","shape","area","size","HtoW","numbFPspecies","days","years","TOTALN","TOTALP","N_to_P","initial_perc_SAV_cover","initial_perc_SAV_cells_occupied","SAV_biomass_per_cell","initial_perc_FP_cover","initial_perc_FP_cells_occupied","FP_biomass_per_cell","initialSAVcells","initial01cells","initial02cells","initial03cells","initial04cells","initialSAVtotmass","initial01totmass","initial02totmass","initial03totmass","initial04totmass","neigh_thresh_SAV","focal_thresh_SAV","amnt_colonize_SAV","neigh_thresh_FP","focal_thresh_FP","amnt_colonize_FP","maxSAVrgr","maxrgr01","maxrgr02","maxrgr03","maxrgr04","lightlimitationSAV","lightlimitation01","lightlimitation02","lightlimitation03","lightlimitation04","halfsatNSAV","halfsatN01","halfsatN02","halfsatN03","halfsatN04","shadingbyFP","lightattenuation","lossSAV","lossFP","uptakeNSAV","uptakeN01","uptakeN02","uptakeN03","uptakeN04","uptakePSAV","uptakeP01","uptakeP02","uptakeP03","uptakeP04","overwinterSAV","overwinter01","overwinter02","overwinter03","overwinter04","wind_shape1","wind_shape2","wind_avg","wind_stdev","prob_down","prob_up","prob_left","prob_right","wind_direction","full_thresh_wind","mix_freq","scenario","propyears_avgFPcover_abovethreshold","propyears_prop_daysFP_abovehalf","avg_avg_FPcover","avg_max_FPcover","avg_firstdayFP","propyears_avgSAVcover_abovethreshold","propyears_prop_daysSAV_abovehalf","avg_avg_SAVcover","avg_max_SAVcover","avg_firstdaySAV","avg_SAVcover_yr01","avg_SAVcover_yr02","avg_SAVcover_yr03","avg_SAVcover_yr04","avg_FPcover_yr01","avg_FPcover_yr02","avg_FPcover_yr03","avg_FPcover_yr04","final_FP01_yr04","final_FP02_yr04","final_FP03_yr04","final_FP04_yr04"
506,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,5,5,100,1,1,100,500,33,33,33,0,50000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,1.21536250684803e-11,8.38096698975558e-11,NA,1,1,99.9330844886146,100,1,81.920869253102,99.9281159908348,99.9330830156107,99.9330844886146,3.26598333178621,0.00115368291875378,1.1349294772917e-07,1.21536250684803e-11,2.21372659142461e-14,1.66319832805696e-14,5.08234682764246e-15,NA
507,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,5,5,100,5,5,100,500,167,167,167,0,50000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,6.63015831260687e-11,4.57187418846447e-10,NA,1,1,99.9330844872361,100,1,71.7494201102571,99.9099077491599,99.9330780453589,99.9330844872361,15.6548851574311,0.00648154721748891,6.2884507756793e-07,6.63015831260687e-11,1.11986536953384e-13,9.74458899723024e-14,2.98649923850433e-14,NA
508,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,5,5,100,15,15,100,500,500,500,500,0,50000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,4.30567857273424e-10,2.96886332019168e-09,NA,0.75,0.75,99.9330844772048,100,1,46.7311017867545,99.6813107210792,99.9330417567451,99.9330844772048,42.0982235338463,0.0431290585181357,4.16642858074175e-06,4.30567857273424e-10,6.77832048858462e-13,6.56570734505947e-13,2.20116534361888e-13,NA
509,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,5,5,100,30,30,100,500,1000,1000,1000,0,50000,1e+05,1e+05,1e+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,2.66999628816763e-10,1.84109021935599e-09,NA,0.75,0.75,99.9330844782386,100,1,41.7639437334066,99.6969426205442,99.9330447832183,99.9330844782386,45.4507169363942,0.0261002932800236,2.54874078614115e-06,2.66999628816763e-10,4.50178153477364e-13,3.8527267881193e-13,1.28265048436056e-13,NA
510,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,5,5,100,45,45,100,500,1500,1500,1500,0,50000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0.25,2.41174362559404e-09,1.66266578377797e-08,NA,0.75,0.75,99.9330844032576,100,1,20.8933957739624,97.6304836400957,99.9327716329213,99.9330844032576,66.3526712393255,0.242504802440155,2.49766817215725e-05,2.41174362559404e-09,3.03688654023542e-12,3.85589288326709e-12,1.8234245293519e-12,NA
511,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,15,15,100,1,1,100,1500,33,33,33,0,150000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,2.35384692178875e-12,1.62321410514712e-11,NA,1,1,99.9330844889177,100,1,90.5883494990678,99.9318076965433,99.9330841207523,99.9330844889177,1.1711247584114,0.000220405375988497,2.17871001301734e-08,2.35384692178875e-12,4.40171919426613e-15,3.16739493730466e-15,9.22651582740651e-16,NA
512,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,15,15,100,5,5,100,1500,167,167,167,0,150000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,1.20252578726212e-11,8.29258969780697e-11,NA,1,1,99.9330844887106,100,1,87.4504120390007,99.9295287740697,99.9330833811885,99.9330844887106,5.72622825386398,0.0011311424747146,1.11538081744453e-07,1.20252578726212e-11,2.25016664713963e-14,1.60461446507353e-14,4.83528398736173e-15,NA
513,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,15,15,100,15,15,100,1500,500,500,500,0,150000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,5.18087598587873e-11,3.57266576522231e-10,NA,1,1,99.9330844879503,100,1,79.1367701156694,99.9215563932917,99.9330806903176,99.9330844879503,18.3842792488758,0.00492101530563664,4.83439860524236e-07,5.18087598587873e-11,9.4772082318016e-14,7.05459166116576e-14,2.16104668779889e-14,NA
514,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,15,15,100,30,30,100,1500,1000,1000,1000,0,150000,1e+05,1e+05,1e+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,1.74717739491489e-10,1.204748226268e-09,NA,0.75,0.75,99.9330844850355,100,1,62.9862784571048,99.8807272994378,99.9330702402514,99.9330844850355,35.5748753836562,0.0175426097571731,1.67712965237335e-06,1.74717739491489e-10,2.94215614055063e-13,2.47957990526142e-13,8.84874997734385e-14,NA
515,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,15,15,100,45,45,100,1500,1500,1500,1500,0,150000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,2.86572051453821e-10,1.97602044386643e-09,NA,0.75,0.75,99.9330844828503,100,1,55.8791676901336,99.8481872188166,99.9330625114482,99.9330844828503,46.5857763727876,0.0287959276050844,2.75507587961128e-06,2.86572051453821e-10,4.79954720731492e-13,4.08022225326474e-13,1.46459684428565e-13,NA
516,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,30,30,100,1,1,100,3000,33,33,33,0,300000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,1.26303332775132e-12,8.71046541793309e-12,NA,1,1,99.9330844889608,100,1,93.6504378820667,99.9323495429273,99.9330842796311,99.9330844889608,0.619624025068526,0.000111072652665072,1.13717760272153e-08,1.26303332775132e-12,2.56845772516571e-15,1.58677586457306e-15,3.99281886780708e-16,NA
517,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,30,30,100,5,5,100,3000,167,167,167,0,300000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,6.87319830451349e-12,4.74002306527145e-11,NA,1,1,99.9330844888546,100,1,91.9727313075139,99.9312061883047,99.9330839029155,99.9330844888546,3.54583800700694,0.000610361953658476,6.21743618548681e-08,6.87319830451349e-12,1.37634187528673e-14,8.77087294311409e-15,2.25252627473845e-15,NA
518,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,30,30,100,15,15,100,3000,500,500,500,0,300000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,2.67024662419531e-11,1.84149044505424e-10,NA,1,1,99.9330844884908,100,1,86.7015715899933,99.9273539392671,99.9330826164101,99.9330844884908,11.3036868905438,0.00238201861989965,2.42264872924592e-07,2.67024662419531e-11,5.2643697879594e-14,3.48068698350264e-14,8.85293182455685e-15,NA
519,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,30,30,100,30,30,100,3000,1000,1000,1000,0,300000,1e+05,1e+05,1e+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,6.19238749226365e-11,4.27040880274926e-10,NA,1,1,99.9330844879621,100,1,82.2363580103073,99.9222859912849,99.9330807826105,99.9330844879621,20.4721427846998,0.00560943022345006,5.65797157348306e-07,6.19238749226365e-11,1.20753434448465e-13,8.04803596556951e-14,2.21159387626845e-14,NA
520,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,30,30,100,45,45,100,3000,1500,1500,1500,0,300000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,1.22706416245303e-10,8.46193213301931e-10,NA,1,1,99.9330844867892,100,1,73.368325266641,99.9098594041637,99.933076625721,99.9330844867892,34.1102787341565,0.0112783073541707,1.13025729762957e-06,1.22706416245303e-10,2.3109520956953e-13,1.6571799687975e-13,4.58388862203738e-14,NA
521,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,45,45,100,1,1,100,4500,33,33,33,0,450000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,1.06228060287457e-12,7.32599953584473e-12,NA,1,1,99.9330844889732,100,1,95.1402446128797,99.9325155966169,99.933084325786,99.9330844889732,0.615039449428405,9.34582070800435e-05,9.55968696824124e-09,1.06228060287457e-12,2.18413945632963e-15,1.30533509834233e-15,3.40988174773621e-16,NA
522,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,45,45,100,5,5,100,4500,167,167,167,0,450000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,4.95445810511886e-12,3.41685059433182e-11,NA,1,1,99.9330844889118,100,1,94.2928338288227,99.9318933220835,99.9330841112268,99.9330844889118,2.72607581955085,0.000432370780612728,4.44674137854468e-08,4.95445810511886e-12,1.01711672826165e-14,6.16807149731025e-15,1.52569114487284e-15,NA
523,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,45,45,100,15,15,100,4500,500,500,500,0,450000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,1.797513681894e-11,1.23966074831642e-10,NA,1,1,99.9330844887154,100,1,91.7204780378612,99.9299446836651,99.9330834278613,99.9330844887154,7.81913828501768,0.00156340948216636,1.6116700647417e-07,1.797513681894e-11,3.6869671947755e-14,2.25024963094838e-14,5.44277126474343e-15,NA
524,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,45,45,100,30,30,100,4500,1000,1000,1000,0,450000,1e+05,1e+05,1e+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,4.5080365192537e-11,3.10888048341755e-10,NA,1,1,99.9330844882162,100,1,86.5357943411694,99.9247050601843,99.9330816635994,99.9330844882162,18.3130363640707,0.00403515239482488,4.09749373993322e-07,4.5080365192537e-11,8.90049079358957e-14,5.82187862652108e-14,1.53620314512356e-14,NA
525,100,100,5,5,"rectangle",10000,"large",1,3,150,4,3,0.75,4,45,45,100,45,45,100,4500,1500,1500,1500,0,450000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,6.94213691083963e-11,4.7875831603035e-10,NA,1,1,99.9330844878535,100,1,83.5542576978682,99.921138804049,99.9330804026906,99.9330844878535,24.105033140938,0.00612909632444174,6.27106920001737e-07,6.94213691083963e-11,1.39895900307893e-13,8.78631839140571e-14,2.25880995929095e-14,NA
526,100,100,5,5,"rectangle",10000,"large",1,3,150,4,4,1,4,1,1,100,1,1,100,100,33,33,33,0,10000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,9.59813025489768e-10,6.68784767021463e-09,NA,0.75,0.75,99.9330844735707,100,1,53.6961435467532,99.5173704649545,99.9330293368537,99.9330844735707,11.7222559613224,0.0459239436357654,6.62428435632655e-06,9.59813025489768e-10,1.49963852872173e-12,1.55308672806763e-12,5.13783888602059e-13,NA
527,100,100,5,5,"rectangle",10000,"large",1,3,150,4,4,1,4,1,1,100,5,5,100,100,167,167,167,0,10000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,1.06454361904463e-08,7.42790546992556e-08,NA,0.75,0.75,99.9330839780862,100,1,37.0479937809911,95.6508268060806,99.930857434452,99.9330839780862,32.0754938197598,0.471932895048759,7.80514499878914e-05,1.06454361904463e-08,1.29186070033706e-11,1.8206693136118e-11,8.49143284813774e-12,NA
528,100,100,5,5,"rectangle",10000,"large",1,3,150,4,4,1,4,1,1,100,15,15,100,100,500,500,500,0,10000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0.25,2.30690896931542e-06,1.61435758903896e-05,NA,0.5,0.5,99.9329886434066,100,1,9.49016116603933,55.6842028482857,99.2533651671308,99.9329886434066,69.0672572860954,29.0877387913382,0.0181769669885245,2.30690896931542e-06,1.3788788174669e-09,3.78810520949121e-09,3.44553513006945e-09,NA
529,100,100,5,5,"rectangle",10000,"large",1,3,150,4,4,1,4,1,1,100,30,30,100,100,1000,1000,1000,0,10000,1e+05,1e+05,1e+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",1,1,96.8151602103921,100,7,0,0,0.6551904064133,1.05309963556302,NA,1.69426934985252,1.26711530901036,2.46692002378702,0.6551904064133,93.010102961593,85.2037070187863,93.2103656502465,96.8151602103921,0.103663610169122,18.1548614120208,99.318986798251,NA
530,100,100,5,5,"rectangle",10000,"large",1,3,150,4,4,1,4,1,1,100,45,45,100,100,1500,1500,1500,0,10000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0.5,0.5,0.124851664131126,0.648297498372233,NA,0.25,0.25,97.0337022108758,100,3,1.86239503114171,10.7126360585289,38.6059728167618,97.0337022108758,81.3059094993386,82.4481499500872,45.1758418869055,0.124851664131126,2.84850794379226e-06,6.87872957929594e-05,0.000524723109976641,NA
531,100,100,5,5,"rectangle",10000,"large",1,3,150,4,4,1,4,5,5,100,1,1,100,500,33,33,33,0,50000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,4.71074506851691e-11,3.28201672979075e-10,NA,1,1,99.9330844883843,100,1,80.6231682435352,99.9254878251097,99.9330822577192,99.9330844883843,4.05456349853342,0.00238074258929199,3.23461312720987e-07,4.71074506851691e-11,7.49005695521569e-14,7.59276958568067e-14,2.41939971721636e-14,NA
532,100,100,5,5,"rectangle",10000,"large",1,3,150,4,4,1,4,5,5,100,5,5,100,500,167,167,167,0,50000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,3.32157034289776e-10,2.31454351325504e-09,NA,0.75,0.75,99.9330844853337,100,1,66.3478172437494,99.8835225948993,99.9330717484674,99.9330844853337,22.3544902953113,0.0171300599889249,2.30141733320598e-06,3.32157034289776e-10,5.18061504249818e-13,5.31144989420886e-13,1.85104390742168e-13,NA
533,100,100,5,5,"rectangle",10000,"large",1,3,150,4,4,1,4,5,5,100,15,15,100,500,500,500,500,0,50000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,1.32660739346520e-09,9.24788296670214e-09,NA,0.75,0.75,99.9330844730349,100,1,45.1532619898811,99.5998122335719,99.9330288456653,99.9330844730349,46.5385737522923,0.0689915538294393,9.34773538707581e-06,1.32660739346520e-09,1.92135560138966e-12,2.18234367429292e-12,8.28239728867673e-13,NA
534,100,100,5,5,"rectangle",10000,"large",1,3,150,4,4,1,4,5,5,100,30,30,100,500,1000,1000,1000,0,50000,1e+05,1e+05,1e+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0.25,4.52447064869828e-09,3.15614067482897e-08,NA,0.75,0.75,99.9330844341674,100,1,27.8139466897786,98.5163354553389,99.9328940582708,99.9330844341674,60.514125622939,0.233152066107012,3.28941184621835e-05,4.52447064869828e-09,5.86942215388545e-12,7.48216351603033e-12,3.48129795666226e-12,NA
535,100,100,5,5,"rectangle",10000,"large",1,3,150,4,4,1,4,5,5,100,45,45,100,500,1500,1500,1500,0,50000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",1,1,97.7693431710672,100,6,0,0,0.794686100339779,2.03820806205602,NA,4.52228069071914,2.47269393004007,7.54805687736732,0.794686100339779,93.973072087012,84.957633119175,92.4800860992335,97.7693431710672,0.0450807502379637,12.8745255986016,100,NA
536,100,100,5,5,"rectangle",10000,"large",1,3,150,4,4,1,4,15,15,100,1,1,100,1500,33,33,33,0,150000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,1.04591852908075e-11,7.28456850330284e-11,NA,1,1,99.9330844888757,100,1,90.3392725685339,99.9314827185154,99.933083989226,99.9330844888757,1.78514800620072,0.000520155921914804,7.1203851148477e-08,1.04591852908075e-11,1.7928718590487e-14,1.5689086381501e-14,5.22797293379227e-15,NA
537,100,100,5,5,"rectangle",10000,"large",1,3,150,4,4,1,4,15,15,100,5,5,100,1500,167,167,167,0,150000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"C",0,0,4.61224760852593e-11,3.21270479714221e-10,NA,1,1,99.9330844885649,100,1,86.6630977328117,99.9285573123085,99.933082943093,99.9330844885649,7.70256292256169,0.00231268209510738,3.15239884349308e-07,4.61224760852593e-11,7.72478490529114e-14,7.04909883778112e-14,2.3584064807309e-14,NA
